model,dataset,variant,source_modality,text_modality,n,n_strict,n_heuristic,n_frame_only,n_escalation,source_readable_n,strict_percentage
qwen3.6-27b,all,all,recommended,optional,0,0,0,0,0,720,0.0
qwen3.6-27b,all,all,recommended,recommended,720,0,0,0,0,720,0.0
qwen3.6-27b,all,all,recommended,mandatory,0,0,0,0,0,720,0.0
qwen3.6-27b,all,all,mandatory,nice_to_have,0,0,0,0,0,720,0.0
qwen3.6-27b,all,all,mandatory,optional,0,0,0,0,0,720,0.0
qwen3.6-27b,all,all,mandatory,recommended,0,0,0,0,0,720,0.0
qwen3.6-27b,all,all,mandatory,mandatory,720,0,0,0,0,720,0.0
qwen3.6-27b,mlm_tapt,must,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,nice_to_have,recommended,9,9,0,0,9,180,5.0
qwen3.6-27b,mlm_tapt,must,nice_to_have,mandatory,171,171,0,0,171,180,95.0
qwen3.6-27b,mlm_tapt,must,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,optional,optional,180,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,optional,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,recommended,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,must,mandatory,mandatory,180,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,nice_to_have,recommended,9,9,0,0,9,180,5.0
qwen3.6-27b,mlm_tapt,shall,nice_to_have,mandatory,171,171,0,0,171,180,95.0
qwen3.6-27b,mlm_tapt,shall,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,optional,optional,180,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,optional,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,recommended,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,mlm_tapt,shall,mandatory,mandatory,180,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,nice_to_have,recommended,26,26,0,0,26,180,14.444444444444445
qwen3.6-27b,nice,must,nice_to_have,mandatory,154,154,0,0,154,180,85.55555555555556
qwen3.6-27b,nice,must,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,optional,optional,180,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,optional,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,recommended,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,must,mandatory,mandatory,180,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,nice_to_have,recommended,27,27,0,0,27,180,15.0
qwen3.6-27b,nice,shall,nice_to_have,mandatory,153,153,0,0,153,180,85.0
qwen3.6-27b,nice,shall,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,optional,optional,180,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,optional,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,recommended,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.6-27b,nice,shall,mandatory,mandatory,180,0,0,0,0,180,0.0
qwen3.8-27b,all,all,nice_to_have,nice_to_have,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,nice_to_have,optional,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,nice_to_have,recommended,363,363,0,0,363,720,50.416666666666664
qwen3.8-27b,all,all,nice_to_have,mandatory,357,357,0,0,357,720,49.583333333333336
qwen3.8-27b,all,all,optional,nice_to_have,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,optional,optional,720,0,0,0,0,720,0.0
qwen3.8-27b,all,all,optional,recommended,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,optional,mandatory,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,recommended,nice_to_have,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,recommended,optional,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,recommended,recommended,720,0,0,0,0,720,0.0
qwen3.8-27b,all,all,recommended,mandatory,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,mandatory,nice_to_have,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,mandatory,optional,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,mandatory,recommended,0,0,0,0,0,720,0.0
qwen3.8-27b,all,all,mandatory,mandatory,720,0,0,0,0,720,0.0
qwen3.8-27b,mlm_tapt,must,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,nice_to_have,recommended,70,70,0,0,70,180,38.888888888888886
qwen3.8-27b,mlm_tapt,must,nice_to_have,mandatory,110,110,0,0,110,180,61.111111111111114
qwen3.8-27b,mlm_tapt,must,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,optional,optional,180,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,optional,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,recommended,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,must,mandatory,mandatory,180,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,nice_to_have,recommended,70,70,0,0,70,180,38.888888888888886
qwen3.8-27b,mlm_tapt,shall,nice_to_have,mandatory,110,110,0,0,110,180,61.111111111111114
qwen3.8-27b,mlm_tapt,shall,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,optional,optional,180,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,optional,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,recommended,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,mlm_tapt,shall,mandatory,mandatory,180,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,nice_to_have,recommended,112,112,0,0,112,180,62.22222222222222
qwen3.8-27b,nice,must,nice_to_have,mandatory,68,68,0,0,68,180,37.77777777777778
qwen3.8-27b,nice,must,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,optional,optional,180,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,optional,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,recommended,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,must,mandatory,mandatory,180,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,nice_to_have,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,nice_to_have,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,nice_to_have,recommended,111,111,0,0,111,180,61.666666666666664
qwen3.8-27b,nice,shall,nice_to_have,mandatory,69,69,0,0,69,180,38.333333333333336
qwen3.8-27b,nice,shall,optional,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,optional,optional,180,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,optional,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,optional,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,recommended,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,recommended,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,recommended,recommended,180,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,recommended,mandatory,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,mandatory,nice_to_have,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,mandatory,optional,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,mandatory,recommended,0,0,0,0,0,180,0.0
qwen3.8-27b,nice,shall,mandatory,mandatory,180,0,0,0,0,180,0.0
